"","Norm_BV2_control_1_cell","Norm_BV2_TGFB_1_cell","Norm_BV2_IL10_1_cell","Norm_BV2_LPS_1_cell","Norm_BV2_control_2_cell","Norm_BV2_TGFB_2_cell","Norm_BV2_IL10_2_cell","Norm_BV2_LPS_2_cell","Norm_BV2_control_3_cell","Norm_BV2_TGFB_3_cell","Norm_BV2_IL10_3_cell","Norm_BV2_LPS_3_cell","Norm_BV2_control_4_cell","Norm_BV2_TGFB_4_cell","Norm_BV2_IL10_4_cell","Norm_BV2_LPS_4_cell"
"Dnaja2",16.01772881,17.01904869,17.87338638,17.37823868,17.05324364,15.28516197,18.7702179,19.62658119,17.96458817,17.10967255,15.1912365,16.92270851,20.0451088,13.45990658,14.15198994,14.67802811
"Actg1",21.76759529,23.11629486,22.67155838,22.84545135,20.17753792,21.58273315,20.95886803,22.65299797,23.54094315,20.52256584,21.8549633,21.10389709,23.10756302,20.86487961,22.0913353,22.14795685
"H2afy",17.65809441,18.60784531,16.78018188,18.38584709,16.61362648,14.23205185,15.12851906,14.98790646,17.92248344,15.31980133,17.21792221,14.76273251,16.09762955,14.70918369,15.14984608,14.52861023
"Psma4",14.30866909,17.02785301,16.09537506,19.13272858,12.98062897,14.51517296,15.62621212,16.06507111,18.74180412,14.12077522,14.42870426,15.48827934,14.99372959,14.01080799,14.90876293,15.06869316
"Psmb3",12.86071396,18.53878403,14.54541779,18.05956268,12.74139881,14.04990768,13.62899494,20.30111122,18.26916504,13.64016342,18.30509758,17.08419228,14.08999538,17.05646133,19.21888351,19.33295059
"Skp1;Skp1a",14.3742981,18.32633972,19.01356506,17.73595047,16.19412613,13.62280083,15.7671833,15.77108955,17.82996941,16.48430634,13.41533375,16.75731277,15.66838741,14.13298225,18.90776634,15.40514278
"Ctsz",17.97055244,20.52537727,18.89673233,20.71073532,15.04749489,16.33504677,18.56566811,16.17633438,20.41519547,17.09833336,19.06646729,15.64515495,15.88259792,17.94350433,19.31996727,15.91094112
"Tagln2",16.98859978,19.08685875,16.67364693,19.80529213,16.88797379,16.51556206,17.06747627,16.03159904,20.33078957,15.24269676,15.21017933,15.70714283,15.44266796,14.86059761,15.18703079,16.12132645
"Clic1",19.64594078,20.66236877,20.98979187,20.89874268,19.46651459,19.29399109,20.74615669,22.19366074,21.34666061,19.38236809,20.54778481,20.027668,21.86788177,18.15294266,20.0553875,21.07238388
"Hnrnpf",17.38702965,19.76597595,17.20942688,20.27219963,15.52350235,14.9155302,15.52354813,19.23814011,20.31063461,15.49285698,15.0150528,13.59331226,17.7931881,14.59353256,18.43265533,15.3461132
