"","BV2_control_1_cell","BV2_TGFB_1_cell","BV2_IL10_1_cell","BV2_LPS_1_cell","BV2_control_2_cell","BV2_TGFB_2_cell","BV2_IL10_2_cell","BV2_LPS_2_cell","BV2_control_3_cell","BV2_TGFB_3_cell","BV2_IL10_3_cell","BV2_LPS_3_cell","BV2_control_4_cell","BV2_TGFB_4_cell","BV2_IL10_4_cell","BV2_LPS_4_cell"
"Nucb1",16.48170471,16.06976509,15.6143074,15.0055809,16.14970779,15.75410461,13.42436409,15.59169769,16.66580772,14.23862839,14.10238552,15.38892555,15.73039055,15.35885715,16.35207748,15.59087944
"Abcc4",16.98504066,16.66636276,15.86067486,17.49778938,17.47809029,17.0795269,16.30942345,19.05687523,16.93399048,16.96826172,18.09073257,14.44592762,17.19094276,16.83713531,17.02420807,16.81390572
"Cherp",15.9876194,17.19671822,17.06212997,17.8364563,16.4210453,18.34464264,15.42642879,15.98524189,17.76415825,18.19465065,18.0592804,18.3409977,17.5862236,18.01617622,16.84340668,16.97140884
"Dock9",17.80618477,14.5071373,16.82823563,17.64610863,17.24637032,17.09290123,18.03128052,20.84651566,18.22114372,17.25016975,17.10972786,17.41707802,17.33350563,17.62599373,17.61309814,13.49927711
"Cmtm3",15.38815212,16.35813522,15.56435776,16.04859352,15.99603176,15.68049717,14.24472237,15.26286602,15.98784161,16.49708748,17.38700676,16.13177681,15.7275219,15.91559887,15.47576523,16.06665611
"Fam192a",15.44255447,16.97421265,16.07047653,16.06674004,15.12371731,14.51896572,14.16215515,15.49219704,16.1681633,16.27430534,16.02825165,16.4786911,15.78299809,15.67681122,14.50656605,16.21655655
"Mt1",16.41562653,19.44313812,18.96459961,17.38852119,16.36553574,18.45567322,13.35873222,17.28572655,17.08721352,17.53244781,14.64531231,17.76797676,18.50997543,17.73058891,17.87357712,17.35638237
"Tsnax",16.8111496,16.78417397,16.62185097,16.36768723,17.37610817,16.89817619,13.84016132,15.1083107,17.46857643,13.92771816,18.0363884,17.67638397,16.17769241,16.90829849,16.66233444,16.94843483
"Rpl18a",20.71330643,19.40459633,20.25153351,19.28638268,20.26419067,19.73466301,20.01563263,20.98106003,19.69852829,19.75967979,19.51868439,20.03200722,19.99879456,19.11827278,19.74589729,20.7048893
"Map1s",13.69968128,13.22851849,13.83456993,13.48853207,13.29949379,13.85162067,14.81668377,13.23746395,13.47116756,13.37910748,14.32512569,14.14033604,13.32727146,13.68035984,13.5236845,13.70859146
"Rps25",18.92128944,18.24966049,19.22564507,17.87044907,17.82127571,18.41311646,19.19147301,17.44911575,17.05674362,17.92514801,14.28662968,19.2747612,18.93922424,17.91146278,17.6662941,19.99576187
"Ampd3",17.11816978,13.15075302,16.67120934,18.68332291,17.20667076,17.82444954,17.006567,17.95685196,14.03780365,13.82689285,17.50966644,19.78238487,15.27455997,13.99602032,14.60064507,18.94005585
"Raver1",16.31999016,16.53364944,15.53372478,16.22771072,15.97230721,16.50828934,15.24521828,16.20040131,16.919981,16.65130424,17.53632355,17.01454353,16.62998199,17.03327179,16.41588974,16.34757042
"Syne1",18.52840805,18.28726196,16.40188026,18.22792625,19.81679916,16.92567062,18.2302742,20.16238594,18.48636436,18.37776184,17.35621071,17.86205673,17.59324455,17.57732582,18.82286263,18.22147369
"Ilf3",17.13420486,16.15402603,15.79794025,15.56334496,16.42852402,15.76929569,14.63805389,16.21839333,16.23047066,16.20147324,16.89071465,16.33449936,15.33689022,16.24894714,16.05735779,16.40978813
"Idh3a",17.71283531,17.22966385,18.44923782,18.48376846,17.79759789,18.07253075,18.03509903,17.80744362,18.24790001,18.24915123,19.08521843,16.72986031,18.76839828,17.82563019,18.33026886,18.41431427
"Chordc1",16.47639847,16.68332291,16.97734642,16.81853294,13.54050541,15.91129875,14.14231014,16.50049973,16.60117531,16.29605675,17.73918724,16.2804451,16.33932877,16.36182404,16.62099266,17.15363121
"Pafah1b2",16.76978683,17.21863937,17.74458504,17.75022316,16.54564285,17.89059639,18.02144623,16.77892494,17.666502,17.69438553,17.97790527,16.05860519,17.08586693,16.94329262,17.21958542,17.1841774
"Cep295",14.39241219,21.5945034,14.27024555,18.69149208,13.97247982,18.59768867,18.17206573,18.22703362,13.93323421,18.90059471,13.37656975,19.10697174,18.54898071,18.52733994,18.02950287,18.55491066
"Mff",15.04493809,13.65847397,16.38668823,13.31195068,13.63703156,15.86493587,14.39422035,15.93783379,15.53563976,16.13215828,16.10529518,15.9822607,15.36310768,15.62390995,15.86771297,15.8222971
"Atp6v1b2",19.682827,19.80969048,20.0664463,20.27889442,19.92276955,20.0891304,20.51354599,19.75274086,20.06289482,19.62615395,20.53611374,19.75104141,19.52196503,19.84877968,20.14058495,19.71362495
"Nsun2",19.23997688,17.81822014,18.42230225,18.78994751,19.18139076,18.22599792,18.28446198,18.78800392,18.37475014,18.08041191,19.54255295,17.87453651,18.81212044,18.16054153,18.37135124,17.98598671
"Uba1",19.92653847,18.92120171,19.7352581,19.25317383,20.18604088,19.22764397,19.42679214,19.94392204,19.54279709,19.51229286,20.26441956,19.22996902,18.840765,19.57048607,19.60300636,19.42070007
"Psmf1",15.50217915,15.7166853,13.45580578,17.69084358,16.47016716,13.84747887,13.90776062,14.37143517,14.19983387,18.26205826,14.64591599,14.60544109,16.55940628,13.22323227,16.20697594,16.59668541
"Tmem258",14.10795784,13.86621666,13.94727135,13.86157131,13.62729931,13.18707371,15.03609085,16.18833733,13.68945217,14.18959332,14.74196434,14.69734764,13.48356342,14.02007484,14.06617355,13.84411716
"Ndufs5",16.06789589,15.8980341,16.92439461,16.44156647,16.71692657,16.7655201,15.31228065,15.68211651,17.0283165,16.59955025,17.8799305,15.71906757,16.20331001,16.23569679,16.06982803,15.48915768
"Exosc3",16.48652077,16.20080376,16.51713181,16.74136162,16.34718895,13.35304642,12.36922359,14.8992157,16.86725426,13.11457157,17.76804161,15.13387489,17.07336807,16.63934135,16.66788864,15.5952282
"Lrpap1",18.46702385,20.19808578,19.97323227,18.61446571,18.13265038,19.89591599,20.41689301,18.64406776,18.72863197,19.95659828,18.47532272,16.90794754,19.73385239,20.01209068,19.55146027,19.05618858
"Tsfm",16.58645821,16.93525696,16.89273262,17.06781197,17.19892502,17.03767586,14.21639347,17.33402824,17.64068222,17.19825363,18.2039032,17.28057098,16.77866745,16.1247673,16.60540771,16.79930687
"Stt3a",17.49310493,17.04398918,18.47195244,16.54674339,18.15348244,16.73065567,18.22853661,18.51668549,17.43778419,16.85160255,13.6855154,16.93893623,16.46835327,15.89026451,17.8887558,17.31451225
"Fmnl1",16.40296173,16.45699692,16.64681244,16.26447868,16.91974831,16.38628387,17.10543823,16.36768723,16.67424774,16.72919655,17.42832756,16.66080284,16.57262611,17.27157211,16.84708214,16.39732361
"Ilvbl",14.51045513,14.61315632,14.69805336,14.81534576,14.09596157,14.60756111,12.57536507,15.47091293,14.37985229,14.06755161,14.80624771,15.20636559,14.75634766,13.92955685,14.37551498,14.59146404
"Cnpy2",18.42877769,18.37011719,18.07665825,17.46147919,18.46211815,18.34762955,18.13646126,18.7907753,18.48404312,17.41030312,18.78116798,17.54192924,18.07707596,18.69115067,18.94031334,17.87447739
"Hist1h3b;Hist1h3e;H3f3a",20.60412979,22.34337425,21.53150558,20.74919128,20.37421989,23.42585564,19.91116905,19.00892067,20.80356979,21.84245491,18.95702171,22.32514954,22.56288338,20.18676758,21.49443436,22.48537064
"Sf3b6",16.88417053,15.6227951,17.20504951,17.02788353,13.70357418,16.2325325,15.47532177,14.99138927,15.1925621,15.92149258,15.54517555,15.49501133,13.88098049,15.4649601,15.71129036,15.27601528
"Abracl",17.17582321,15.76217461,17.14479828,17.44903564,16.3739357,16.14146805,17.17484856,16.87063026,16.25543404,15.84035969,18.70049477,17.04153061,15.63922787,16.6723156,16.34689522,16.77545547
"Plekhh1",13.42565918,13.49787331,15.92925835,13.92722225,16.06143379,14.0043087,14.69231224,16.38049507,16.08696556,16.28096962,13.65642452,15.60223484,16.30324554,17.48164177,16.1964283,16.49154091
"Cd63",13.96745491,18.10169792,16.36502457,16.26202202,13.88763142,16.43965149,13.74142742,14.748703,15.74522781,16.54978561,14.49934673,16.54632187,14.30331612,17.75094223,14.47228622,16.44787407
"Tbca",17.12646294,17.8024025,19.14514542,17.21086121,17.85671806,17.74969864,17.78711128,17.49513626,17.97907829,17.88833809,18.55172348,17.60956764,18.06134033,18.3502655,18.02593994,16.86701393
"Serpinb6b",16.03505707,13.66845798,16.35772324,14.59781933,16.42519951,15.18727493,13.79045868,15.0543499,15.22520733,15.68104649,15.35207748,14.7329092,14.31103897,15.03874779,15.83318615,14.98147774
"Vrk1",15.83940029,16.1488533,15.51754665,14.39264488,14.00799656,16.11756134,13.74060726,13.6850853,16.47780609,14.0191927,14.31200981,14.7926569,13.33726788,16.16065979,15.73169041,16.04270744
"Hpcal1;Hpca",15.46585369,13.76564217,17.78264046,16.44674492,14.56124496,15.83624744,15.70741272,16.94911957,16.06646729,15.30641747,17.48785591,13.79328156,15.87663651,16.01380157,16.0054493,15.42137432
"Dhrs7",16.64441872,15.44469166,16.49125862,16.25153732,16.59171295,16.4195652,13.15492725,16.58566666,15.64599609,16.62542343,14.1733017,15.47313499,15.60478497,16.34794998,16.62542343,16.17837334
"Glrx5",18.15313721,18.25750732,18.15506554,17.91397667,18.44459343,18.03681755,16.99324799,17.7980423,18.00420952,18.49568367,19.28768921,18.20423698,17.74760246,17.9639225,17.59141922,17.37848091
"Adk",15.41405773,13.36277962,15.63327885,15.43270493,16.92971992,15.15283966,15.12916183,15.60310459,15.29009056,15.4579258,14.39191437,15.17870331,15.19075108,15.9034586,15.75096893,14.76642513
"Nln",15.9561491,16.1558857,15.97347355,16.26556015,16.46146393,17.00184822,16.26425934,15.7923069,16.25050163,16.93468094,17.16123009,16.72680283,16.7622776,15.87673283,16.01793861,16.55287933
"Nolc1",16.55403328,15.05362892,16.37135124,15.93205357,16.36461258,15.90627956,15.73463058,15.58364105,16.50057793,15.40217972,13.7909317,15.90209198,15.6468401,15.50866127,16.13376427,15.73906898
"Myof",16.93445015,16.3617382,15.67010307,16.60059547,16.68441963,15.98777485,15.61260891,18.26224136,16.01428223,16.32493591,15.61692238,16.45718765,16.22631836,16.57994843,16.92276955,16.6852417
"Sec24c",15.99795151,14.9202137,15.8095417,14.8225708,14.1501646,14.87185669,13.90658569,14.45183372,15.45680332,14.41455269,14.17556477,13.9535408,15.24633217,16.06242561,15.68691063,15.15133381
"Ndufaf2",15.23373222,14.23637104,14.13873196,16.59011841,15.51212311,16.76914024,14.92526817,16.18421745,15.67372322,16.61855698,15.98559761,14.20577335,14.35459614,15.21735191,15.56426907,16.23717308
"Rps24",19.46287727,18.63619232,19.97000504,19.76529312,19.52758789,20.47278595,20.63014221,19.32443619,19.46147919,19.74791527,19.83394241,19.97211075,19.95843887,19.40802193,19.32014465,20.52181053
"Anxa7",18.18968964,18.24711227,17.9435215,17.78825951,18.34286499,17.82984734,17.99252892,17.98531914,17.79150581,18.83191872,17.94877815,18.13290215,17.30295944,17.69050217,18.04883766,17.30741501
"Rpl36a",16.89604759,17.22119141,16.55704498,16.72093964,16.97935867,19.21946716,13.17423248,12.28470802,15.80269337,18.46179962,14.86700249,19.83378792,18.60004997,12.50664616,18.02507401,18.66979218
"Ano6",16.2795372,16.87675667,15.82446194,16.74123001,16.33563423,16.53167152,16.70360565,17.33184433,17.0801506,16.6504631,16.80524063,17.31327248,16.58000755,15.33339977,15.91578579,16.73317337
"Stk4;Stk3",14.11144257,15.10639954,13.32530308,15.51625443,18.22975731,14.13707161,17.07504082,16.71866608,16.53647423,15.30826759,15.6956358,15.47024536,15.40693569,15.57447529,15.69108963,15.42383766
"Rpl30",20.40872765,20.10622978,19.36121178,18.95054436,20.48777771,19.98551369,19.53372192,19.10638428,20.22104836,19.52027702,20.41452026,20.15412521,19.6340313,19.99548531,19.96747398,20.04686737
"Reep4",15.16999817,16.47815323,16.27328491,16.4935894,13.74807549,16.63452721,14.62213802,14.0929184,16.07545853,13.76463509,16.8941555,14.21403027,16.49900436,16.30176353,13.8095026,16.73912048
"Nedd8",17.2120018,16.97118378,17.32685089,17.09155846,13.72512245,17.04014015,14.41427708,14.08412743,17.26956558,17.29086494,18.07164001,16.85890388,17.11796761,14.70144844,17.6692028,17.2487793
"Rbmxl1;Rbmx",18.05377769,17.10819817,17.75948524,17.53897667,17.5478878,17.56584549,18.13144493,17.25902557,17.69288826,16.98370552,18.41365242,16.95503616,17.13931084,18.10814667,17.78391838,16.60120583
"Mapk1ip1l",17.27239227,17.84033585,16.45491028,17.16526031,17.64357376,17.81378174,15.79373074,13.66770744,17.27421379,18.09774399,17.8634491,14.26620007,18.33533859,17.53609467,13.90682507,13.17283344
"Eppk1",14.0661602,13.32816696,18.08773232,17.71243286,16.92891121,13.52893829,13.79867077,16.75264168,13.71136856,17.83219719,13.34698486,13.67483711,13.74212074,17.78800392,17.20112801,17.3257103
"Oxr1",16.03943253,16.54925919,16.32044792,15.24265289,16.55352402,15.80377769,14.84288025,15.80130386,16.74609375,16.18483734,17.18466187,13.80951023,15.7827425,16.41370964,16.04748535,13.24944592
"Nup155",15.91669559,15.4428463,16.11821175,15.19414139,16.94717979,14.33558464,15.66400242,15.44041538,15.21390152,14.5727005,14.67755413,15.31224442,15.32474327,15.46192741,15.43136692,15.48151588
"Apobec3",13.73883152,13.22374439,15.62282372,16.02134895,15.33395863,16.89213943,13.90610886,16.40769958,13.94489765,13.5344553,16.73700905,15.59035301,15.91118145,15.71212387,15.36526299,16.44588852
"Tsta3",16.64751434,16.16245079,17.96030807,16.72454071,17.30581284,16.304636,16.49571419,17.96899223,17.44151688,16.7643528,17.62877274,15.59496593,16.75967979,16.49669838,16.85987473,16.25144577
"Rbx1",17.34931564,18.58831215,16.96443176,18.21090889,16.86954498,17.88542175,13.27369595,17.72766876,17.13831139,18.01590538,13.1986599,14.9546833,18.53666496,13.49346447,16.9879303,18.03090477
"Tmem173",15.11821079,15.70314693,17.76668358,13.71599007,14.83026791,15.66943836,15.04401016,15.68718433,14.87891293,16.20049667,17.67348862,15.05216885,14.06819057,16.08214951,17.06128693,13.86849117
"Srgap2",16.64990234,16.69261551,16.08882904,16.74399376,16.50852203,13.0971756,14.26960278,16.86169243,13.59385395,15.21739006,14.7826252,15.68958855,16.39673805,13.27407074,14.16861725,16.31357384
"Hmga1",17.24004555,15.4757967,16.57596779,15.27477837,17.40582275,15.72411442,16.99645233,16.99843597,16.7934761,15.59537411,14.88666821,16.62813187,15.82997036,16.46938705,18.01595879,16.34349823
"Ube2l3",17.7115593,18.19277382,18.90841675,19.04572296,18.61669159,19.0625515,19.33361435,19.04630852,19.12358665,18.97997284,20.25649452,18.91537666,19.01072502,18.72200775,18.61590195,18.38797569
"Hmgn1",17.14937019,17.82444954,16.35700226,17.22599792,16.51403618,17.46714401,13.60133743,16.08075523,16.64962196,14.55860043,14.206007,13.94143295,14.02464581,16.50832176,15.59610271,16.88321686
"Memo1",16.55550194,13.46523666,16.23427391,13.66711044,18.38287735,17.8099556,13.3301754,16.65857506,13.53802967,16.1800251,17.87381744,14.82050896,15.90268135,16.62627983,17.75915909,12.73500156
"Psmg1",15.30993843,14.80408096,14.89793968,14.73677158,15.86208057,14.91218758,15.62835979,16.56721306,14.79611683,15.52845383,14.32362175,13.7019701,15.04597282,15.06802273,14.35511208,15.40154648
"Rpl10a",18.72410774,19.27496529,18.7472744,18.73991203,19.29849243,19.23617363,19.95134163,19.65543365,18.5493927,18.32496262,19.33577347,18.18063736,19.04476166,18.95781708,18.97874451,19.29374123
"Khsrp",19.07122231,18.58999443,18.90254021,17.904953,18.92027092,18.00826454,19.44414902,18.6745224,19.61264801,18.84717369,19.07006836,18.07059288,18.3150425,18.31406975,18.48199654,18.13831139
"Ranbp3",17.05536652,17.67197037,17.18020058,13.95547581,17.44903564,13.90402317,14.17899227,15.31292439,14.50130081,14.39260006,18.26810265,17.48195648,18.05245209,17.52497101,17.20552635,16.80473518
"Wash1",14.92898083,15.04041862,15.63922787,15.56961823,14.89391804,15.69577217,14.25785446,14.58367062,15.37187862,15.74504375,15.95139885,15.8601656,15.46633148,15.38747883,15.45959187,15.43612576
"Bin1",15.66052532,15.83001995,15.55053616,15.58824635,16.04428673,15.6095829,16.0502739,17.1973896,15.95909595,15.47506809,13.38572788,16.17592049,15.89789295,15.56614304,16.55296898,15.32491875
"Cmtr1",15.77941132,16.9265976,16.45877457,17.80183411,17.1249485,14.41667938,13.66393471,14.15681553,16.21021461,14.61231613,17.91169548,17.36623764,14.68380356,16.59241295,16.35209465,17.53191376
"Srsf7",17.09969711,17.13370323,17.25164795,17.53168678,17.11877823,18.22557449,15.66827583,16.68729401,17.44629097,18.17113686,18.29719353,17.75407791,17.88016891,17.5325985,17.26938248,17.48589134
"Cdo1",17.66135979,17.98682022,17.34065056,17.85659599,18.52707291,17.6223526,16.28254509,17.980196,18.59021378,17.74458504,18.41191673,17.6827755,18.23261833,17.89982986,17.50331306,17.93732834
"Wdr43",17.09661293,15.46613979,15.97140884,16.15697098,17.36375809,16.06227875,14.00702381,16.86229897,15.85951042,15.7316103,17.20571709,14.25908756,16.413908,16.17574501,16.35942268,16.16688919
"Rab18",15.80735493,16.56785202,17.11522675,16.21109009,15.77710152,16.58906555,15.82321835,17.02301788,15.63617134,16.25135231,16.81828308,16.77545547,15.92666626,15.79212952,16.01452255,16.05477333
"Mtpap",14.71736431,16.03488541,14.94648075,15.9876194,16.57500648,16.08748436,15.51526833,16.74201965,13.72338486,15.98515224,17.5568943,16.22988892,16.16773224,16.56110954,16.6199913,15.65963364
"Colec12",15.89062023,16.49749374,15.73174286,15.70600986,16.12781334,15.35861683,17.35844421,15.83006954,16.83910561,16.13548851,16.97991562,13.85046864,16.42912865,17.30661392,16.37466621,15.62270927
"H2-D1;H-2D;H2-L",16.20187569,17.47903824,18.68435097,18.91855431,16.38825226,17.92067909,19.18248177,19.15731239,16.8181572,18.3246994,16.50661659,18.27480507,16.0551548,16.82426262,17.92526436,19.47581673
"U2af1",13.98918819,13.77120495,16.46411514,15.65054703,16.33552933,15.40573978,13.78517628,15.46470547,16.46655464,16.23116493,16.64159966,16.23719215,16.39144516,15.97815228,15.9390974,13.57942867
"Add3",17.61331558,18.25810623,17.36384392,17.78538895,17.6723156,18.10041618,17.18301582,17.93347168,17.99158859,18.33145142,18.5127182,18.22971153,18.16137886,18.25441933,17.4479866,17.73251152
"Atad1",14.87488556,13.66802597,15.01319218,15.59286594,14.62616539,14.23425484,16.61769676,15.69405842,14.7275486,14.50816631,13.6604414,15.58930016,13.5182085,14.8544302,13.86759663,15.42534733
"Fau;fau",19.48006439,19.46626854,19.36905289,18.72140694,18.61471748,19.35015869,13.69968128,20.09145546,18.99562454,19.39552498,20.79376221,19.9480648,18.70843124,18.36529732,18.96671295,20.20645714
"Ostf1",16.92810249,17.1158371,17.42406845,17.30420876,17.00327682,18.20990944,18.43526268,18.088871,18.28138733,18.0283165,19.58514214,17.75623131,17.62506676,18.01780891,18.50405121,17.5508213
"Fech",15.69704914,15.62079239,14.05316448,14.0071764,15.61904526,14.30862713,15.7385149,15.4379797,16.4168148,15.2881813,14.13509941,14.77698898,14.02654552,15.26861477,15.57086372,14.81307983
